개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,주소,구정보,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,남성종사자수,여성종사자수,영업장주변구분명,등급구분명,급수시설구분명,총인원,본사종업원수,공장사무직종업원수,공장판매직종업원수,공장생산직종업원수,건물소유구분명,보증액,월세액,다중이용업소여부,시설총규모,전통업소지정번호,전통업소주된음식,홈페이지
3170000,3170000-102-2000-06393,2000-06-22,,1,영업/정상,1,영업,,,,,02863 0682,99.32,153-801,서울특별시 금천구 가산동 141-8 지하1층 ,금천구,8527,벤틀리,2024-10-29 16:10,U,40:00.0,룸살롱,190278.7656,441825.8848,룸살롱,0,0,,,상수도전용,0,0,0,0,0,,0,0,Y,99.32,,,
3170000,3170000-102-2000-06395,2000-06-22,,1,영업/정상,1,영업,,,,,02 8610230,93.59,153-801,서울특별시 금천구 가산동 140-8 지하1층 ,금천구,8515,슈퍼맨,2023-06-07 10:59,U,40:00.0,룸살롱,190230.7609,441819.4808,룸살롱,0,0,,,,0,0,0,0,0,,0,0,Y,93.59,,,
3170000,3170000-102-2000-06398,2000-06-26,,1,영업/정상,1,영업,,,,,02 8060612,87.5,153-830,서울특별시 금천구 독산동 1031-25 ,금천구,8616,호박노래바,2024-05-09 10:02,U,40:00.0,룸살롱,190907.6888,440324.1317,룸살롱,0,0,,,,0,0,0,0,0,,0,0,Y,87.5,,,
3170000,3170000-102-2000-06404,2000-06-28,,1,영업/정상,1,영업,,,,,02 8051557,85.6,153-857,서울특별시 금천구 시흥동 882-47 지하1층 ,금천구,8626,명월,2022-07-15 16:35,U,40:00.0,룸살롱,191150.0146,439245.1236,룸살롱,0,0,유흥업소밀집지역,자율,상수도전용,0,0,0,0,0,,0,0,Y,85.6,,,
3170000,3170000-102-2000-06504,2000-09-18,,1,영업/정상,1,영업,,,,,02 8611488,56,153-801,서울특별시 금천구 가산동 140-2 지하1층 ,금천구,8515,광화문,2025-01-03 14:59,U,40:00.0,룸살롱,190191.1045,441876.6162,룸살롱,0,0,,,,0,0,0,0,0,,0,0,Y,56,,,
3170000,3170000-102-2000-06609,2000-12-18,,1,영업/정상,1,영업,,,,,02 8075756,62.29,153-864,서울특별시 금천구 시흥동 999-42 지하1층 ,금천구,8614,골든,2023-11-20 15:17,U,40:00.0,룸살롱,191090.1566,439210.5043,룸살롱,0,0,,,,0,0,0,0,0,,0,0,Y,62.29,,,
3170000,3170000-102-2000-06232,2000-02-11,,1,영업/정상,1,영업,,,,,02 8614409,98.02,153-801,서울특별시 금천구 가산동 140-29 지하1층 ,금천구,8515,빨대,2022-07-15 16:33,U,40:00.0,룸살롱,190142.6773,441837.5914,룸살롱,0,0,,,,0,0,0,0,0,,0,0,Y,98.02,,,
3170000,3170000-102-1991-00878,1991-08-12,,1,영업/정상,1,영업,,,,,02 8378346,90.87,153-807,서울특별시 금천구 독산동 162-20 ,금천구,8545,꿀물,2023-06-23 13:38,U,40:00.0,룸살롱,191014.8534,441046.2797,룸살롱,0,0,,,,0,0,0,0,0,,0,0,Y,90.87,,,
3170000,3170000-102-1999-05827,1999-05-21,,1,영업/정상,1,영업,,,,,02 8081636,35.17,153-030,"서울특별시 금천구 시흥동 999-48 ,49 지하1층 ",금천구,8614,동경,2022-07-15 16:32,U,40:00.0,룸살롱,191077.5693,439178.1255,룸살롱,0,0,기타,자율,상수도전용,0,0,0,0,0,,0,0,Y,35.17,,,
3170000,3170000-102-1986-00892,1986-05-12,,1,영업/정상,1,영업,,,,,02 8024010,98.04,153-858,서울특별시 금천구 시흥동 889-4 ,금천구,8628,부킹,2022-07-15 16:32,U,40:00.0,룸살롱,191243.6805,439032.9477,룸살롱,0,0,,,,0,0,0,0,0,,0,0,Y,98.04,,,
3170000,3170000-102-1999-05865,1999-06-12,,1,영업/정상,1,영업,,,,,02 8966652,89.19,153-858,서울특별시 금천구 시흥동 889-13 지하1층 (시흥대로 475) ,금천구,8628,준노래,2023-01-02 14:19,U,40:00.0,룸살롱,191230.1831,438962.5606,룸살롱,0,0,,,,0,0,0,0,0,,0,0,Y,89.19,,,
3170000,3170000-102-1999-05988,1999-08-20,,1,영업/정상,1,영업,,,,,02 8034870,87.28,153-858,서울특별시 금천구 시흥동 889-9 지하1층 ,금천구,8628,설탕,2022-07-15 16:32,U,40:00.0,룸살롱,191253.3057,438991.4981,룸살롱,0,0,,,,0,0,0,0,0,,0,0,Y,87.28,,,
3170000,3170000-102-1999-05999,1999-08-25,,1,영업/정상,1,영업,,,,,02 8913758,90.92,153-858,서울특별시 금천구 시흥동 889-19 지하1층 (시흥대로 479) ,금천구,8628,카니발,2022-07-15 16:32,U,40:00.0,룸살롱,191241.4617,438929.3177,룸살롱,0,0,,,,0,0,0,0,0,,0,0,Y,90.92,,,
3170000,3170000-102-1999-06149,1999-12-04,,1,영업/정상,1,영업,,,,,,55.61,153-801,서울특별시 금천구 가산동 141-8 지상2층 (구로동길 265) ,금천구,8527,여자친구노래바,2022-07-15 16:33,U,40:00.0,룸살롱,190278.7656,441825.8848,룸살롱,0,0,유흥업소밀집지역,자율,상수도전용,0,0,0,0,0,,0,0,Y,55.61,,,
3170000,3170000-102-2001-06871,2001-10-31,,1,영업/정상,1,영업,,,,,02 8302315,76.18,153-801,서울특별시 금천구 가산동 140-14 ,금천구,8515,824노래빠,2022-07-15 16:37,U,40:00.0,룸살롱,190218.4984,441781.6346,룸살롱,1,3,유흥업소밀집지역,기타,상수도전용,0,0,0,0,0,,0,0,Y,76.18,,,
3170000,3170000-102-2010-00001,2010-03-16,,1,영업/정상,1,영업,,,,,02  803 6547,146.91,153-858,서울특별시 금천구 시흥동 889-7 지상 2층 ,금천구,8628,궁노래,2023-07-05 16:26,U,40:00.0,룸살롱,191245.6152,439015.04,룸살롱,0,0,,,,0,0,0,0,0,,0,0,Y,146.91,,,
3170000,3170000-102-2010-00004,2010-04-27,,1,영업/정상,1,영업,,,,,,85.15,153-801,서울특별시 금천구 가산동 140-6 지하1층 ,금천구,8515,바쿠스,2022-07-18 16:38,U,40:00.0,룸살롱,190213.6744,441843.9599,룸살롱,0,0,학교정화(절대),,상수도전용,0,0,0,0,0,,0,0,Y,85.15,,,
3170000,3170000-102-2012-00001,2012-04-06,,1,영업/정상,1,영업,,,,,02  865 3199,88.98,153-801,서울특별시 금천구 가산동 141-1 지하1층 ,금천구,8527,룰루랄라,2022-07-18 16:38,U,40:00.0,룸살롱,190291.362,441856.7617,룸살롱,0,0,,,,0,0,0,0,0,,0,0,Y,88.98,,,
3170000,3170000-102-2017-00001,2017-05-10,,1,영업/정상,1,영업,,,,,02 8047788,61.3,153-858,서울특별시 금천구 시흥동 883-18번지 지하1층 ,금천구,8628,맨체스터,2017-05-10 15:42,I,59:59.0,기타,191195.6596,439065.1694,기타,,,기타,,,,,,,,,,,Y,61.3,,,
3170000,3170000-102-2002-00001,2002-05-03,,1,영업/정상,1,영업,,,,,02 8035556,47.87,153-864,서울특별시 금천구 시흥동 999-45 지하1층 ,금천구,8614,킹덤,2022-07-18 16:37,U,40:00.0,룸살롱,191074.0323,439185.6213,룸살롱,0,0,,,,0,0,0,0,0,,0,0,Y,47.87,,,
3170000,3170000-102-2002-00002,2002-07-05,,1,영업/정상,1,영업,,,,,02 8568685,57.53,153-801,서울특별시 금천구 가산동 140-24 ,금천구,8515,대박노래바,2022-07-18 16:37,U,40:00.0,룸살롱,190176.7061,441854.1673,룸살롱,0,0,,,,0,0,0,0,0,,0,0,Y,57.53,,,
3170000,3170000-102-2003-00002,2003-05-07,,1,영업/정상,1,영업,,,,,02 8063424,69.02,153-839,서울특별시 금천구 시흥동 121-9번지 지하1층 ,금천구,8615,에쿠스 노래광장,2019-07-17 16:59,U,40:00.0,룸살롱,191026.4742,439182.8707,룸살롱,,,,,,,,,,,,,,Y,69.02,,,
3170000,3170000-102-2003-00006,2003-06-27,,1,영업/정상,1,영업,,,,,,72.27,153-858,서울특별시 금천구 시흥동 889-14 지하1층 ,금천구,8628,풍차궁노래바,2023-07-05 13:46,U,40:00.0,룸살롱,191254.0616,438969.7681,룸살롱,0,0,,,,0,0,0,0,0,,0,0,Y,72.27,,,
3170000,3170000-102-2003-00007,2003-08-06,,1,영업/정상,1,영업,,,,,02 8025684,97.91,153-858,서울특별시 금천구 시흥동 889-7 지하1층 ,금천구,8628,룰루노래빠,2022-07-18 16:38,U,40:00.0,룸살롱,191245.6152,439015.04,룸살롱,1,1,유흥업소밀집지역,기타,상수도전용,0,0,0,0,0,,0,0,Y,97.91,,,
3170000,3170000-102-2005-00001,2005-07-26,,1,영업/정상,1,영업,,,,,02  857 6366,52.88,153-801,서울특별시 금천구 가산동 140-6 ,금천구,8515,홀리데이,2021-07-07 11:33,U,40:00.0,룸살롱,190213.6744,441843.9599,룸살롱,0,0,,,,0,0,0,0,0,,0,0,Y,52.88,,,
3170000,3170000-102-2006-00001,2006-12-15,,1,영업/정상,1,영업,,,,,02  865 3133,78.46,153-801,서울특별시 금천구 가산동 141-1 MIND관광호텔 지하1층 ,금천구,8527,싱싱,2022-07-18 16:38,U,40:00.0,룸살롱,190291.362,441856.7617,룸살롱,0,0,유흥업소밀집지역,,상수도전용,0,0,0,0,0,,0,0,Y,78.46,,,
3170000,3170000-102-2008-00001,2008-03-17,,1,영업/정상,1,영업,,,,,02   8976501,63.5,153-858,서울특별시 금천구 시흥동 883-15 ,금천구,8628,킹카노래바,2023-01-12 13:14,U,40:00.0,룸살롱,191219.3082,439072.3561,룸살롱,0,0,,,,0,0,0,0,0,,0,0,Y,63.5,,,
3170000,3170000-102-1978-00918,1978-10-28,,1,영업/정상,1,영업,,,,,,980.95,153-813,서울특별시 금천구 독산동 293-5 ,금천구,8585,국빈관관광나이트크럽,2025-01-15 17:06,U,40:00.0,고고(디스코)클럽,190771.5956,440515.669,고고(디스코)클럽,2,1,기타,자율,상수도전용,0,0,0,0,0,,0,0,Y,980.95,,,
3170000,3170000-102-1978-00886,1978-11-28,,1,영업/정상,1,영업,,,,,02 8620421,165.9,153-823,서울특별시 금천구 독산동 959-12 지하1층 ,금천구,8537,국일관 스텐드빠,2023-06-23 13:40,U,40:00.0,극장식당,191400.6001,441801.7519,극장식당,0,0,,,,0,0,0,0,0,,0,0,Y,165.9,,,
3170000,3170000-102-1979-00889,1979-05-10,,1,영업/정상,1,영업,,,,,02 8934827,66.64,153-858,서울특별시 금천구 시흥동 885-0 지하1층 ,금천구,8628,꼬미꼬노래바,2022-05-04 16:56,U,40:00.0,룸살롱,191257.6386,439105.1737,룸살롱,,,,,,,,,,,,,,Y,66.64,,,
3170000,3170000-102-1980-06425,1980-01-07,,1,영업/정상,1,영업,,,,,02 8074938,94.79,153-861,서울특별시 금천구 시흥동 954-32 지하1층 ,금천구,8652,돈텔마마,2022-05-12 13:56,U,40:00.0,룸살롱,191422.6978,437647.5251,룸살롱,0,0,유흥업소밀집지역,자율,상수도전용,0,0,0,0,0,,0,0,Y,94.79,,,
3170000,3170000-102-1980-00890,1980-02-04,,1,영업/정상,1,영업,,,,,02 8050591,94.64,153-839,서울특별시 금천구 시흥동 124-1 지하1층 ,금천구,8615,원투,2023-05-08 15:38,U,40:00.0,룸살롱,191049.8055,439166.7713,룸살롱,0,0,,,,0,0,0,0,0,,0,0,Y,94.64,,,
3170000,3170000-102-1980-00887,1980-08-01,,1,영업/정상,1,영업,,,,,02 8390951,96.52,153-821,서울특별시 금천구 독산동 1012-15 지하1층 (시흥대로 295) ,금천구,8579,스타,2022-05-12 13:44,U,40:00.0,룸살롱,190938.9085,440702.3571,룸살롱,1,2,주택가주변,을,상수도전용,0,0,0,0,0,,0,0,Y,96.52,,,
3170000,3170000-102-1980-00885,1980-08-06,,1,영업/정상,1,영업,,,,,02 8050600,92.49,153-839,서울특별시 금천구 시흥동 122-4 지하1층 ,금천구,8615,비서실,2022-05-12 13:43,U,40:00.0,룸살롱,191032.0616,439158.5816,룸살롱,0,0,,,,0,0,0,0,0,,0,0,Y,92.49,,,
3170000,3170000-102-1980-00884,1980-08-14,,1,영업/정상,1,영업,,,,,02 8925124,95.18,153-863,서울특별시 금천구 시흥동 985-8 지하1층 (시흥대로 536) ,금천구,8638,오페라하우스7080,2022-05-12 13:40,U,40:00.0,룸살롱,191341.2387,438365.6132,룸살롱,1,2,기타,을,상수도전용,0,0,0,0,0,,0,0,Y,95.18,,,
3170000,3170000-102-1980-00875,1980-09-09,,1,영업/정상,1,영업,,,,,02  892 3777,92.31,153-858,서울특별시 금천구 시흥동 891 ,금천구,,보물썸노래바,2020-08-03 13:51,U,40:00.0,룸살롱,191305.2145,438924.1336,룸살롱,,,,,,,,,,,,,,Y,92.31,,,
3170000,3170000-102-1980-00895,1980-09-19,,1,영업/정상,1,영업,,,,,02 8305089,68.3,153-820,서울특별시 금천구 독산동 901-9 지하1층 (남부순환로 1432) ,금천구,8548,짝노래빠,2023-06-23 13:39,U,40:00.0,룸살롱,191941.4495,442055.1835,룸살롱,1,1,주택가주변,을,상수도전용,0,0,0,0,0,,0,0,Y,68.3,,,
3170000,3170000-102-1973-00873,1973-11-08,,1,영업/정상,1,영업,,,,,,96.88,153-864,서울특별시 금천구 시흥동 995-13 지하1층 (건영길 6) ,금천구,8632,나이스바,2022-12-06 9:41,U,40:00.0,룸살롱,191097.5691,439055.8239,룸살롱,0,0,,,,0,0,0,0,0,,0,0,Y,96.88,,,
3170000,3170000-102-1978-00891,1978-02-03,,1,영업/정상,1,영업,,,,,02  861 0031,85.56,153-823,서울특별시 금천구 독산동 951-4 ,금천구,8537,G7 노래빠,2024-05-08 13:56,U,40:00.0,룸살롱,191389.0277,441916.0816,룸살롱,0,0,,,,0,0,0,0,0,,0,0,Y,85.56,,,
3170000,3170000-102-1978-00868,1978-09-23,,1,영업/정상,1,영업,,,,,02 8593051,98.28,153-822,서울특별시 금천구 독산동 950-7 지하1층   (독산동길 3) ,금천구,8547,여우노래바,2023-06-23 13:40,U,40:00.0,룸살롱,191446.9874,441911.2464,룸살롱,0,0,,,,0,0,0,0,0,,0,0,Y,98.28,,,
3170000,3170000-102-1978-00869,1978-10-21,,1,영업/정상,1,영업,,,,,02 8081118,138.75,153-830,서울특별시 금천구 독산동 1035-5 지하1층 (독산역길 5) ,금천구,8617,보물섬,2023-06-12 14:16,U,40:00.0,룸살롱,191162.7947,440461.4447,룸살롱,3,3,아파트지역,을,상수도전용,0,0,0,0,0,,0,0,Y,138.75,,,
3170000,3170000-102-2000-06580,2000-11-21,,1,영업/정상,1,영업,,,,,02 8516337,76.54,153-801,서울특별시 금천구 가산동 139-17 지하1층 ,금천구,8512,블루,2022-07-15 16:35,U,40:00.0,룸살롱,190108.8225,441860.7488,룸살롱,0,0,,,,0,0,0,0,0,,0,0,Y,76.54,,,
3220000,3220000-102-2002-00013,2002-03-22,,1,영업/정상,1,영업,,,,,,310.2,135-957,서울특별시 강남구 청담동 125-16 2층 ,강남구,6013,베이직,2022-03-16 10:08,U,40:00.0,룸살롱,204526.0821,446991.1995,룸살롱,0,0,,,,0,0,0,0,0,,0,0,N,310.2,,,
3180000,3180000-102-2022-00004,2022-11-22,,1,영업/정상,1,영업,,,,,,64.16,150-889,서울특별시 영등포구 여의도동 43-1 유성빌딩 ,영등포구,7333,다이아,2022-11-22 9:51,I,22:23.0,룸살롱,193759.9057,446582.5569,룸살롱,0,0,유흥업소밀집지역,기타,,0,0,0,0,0,,0,0,N,64.16,,,
3180000,3180000-102-2022-00001,2022-10-31,,1,영업/정상,1,영업,,,,,,301.5,150-890,서울특별시 영등포구 여의도동 44-24 ,영등포구,7333,베이지,2024-08-28 16:00,U,40:00.0,룸살롱,193694.665,446449.5462,룸살롱,0,0,유흥업소밀집지역,,,0,0,0,0,0,,0,0,N,301.5,,,
3180000,3180000-102-2001-02660,2001-05-03,,1,영업/정상,1,영업,,,,,02 7830460,239.08,150-886,서울특별시 영등포구 여의도동 36-4 오륜빌딩 지하1층 101~104호 ,영등포구,7331,선물,2020-11-12 17:09,U,40:00.0,룸살롱,193500.2844,446443.9655,룸살롱,,,,,,,,,,,,,,Y,239.08,,,
3180000,3180000-102-2001-14077,2001-05-03,,1,영업/정상,1,영업,,,,,02  26323638,69.6,150-033,서울특별시 영등포구 영등포동3가 14-0 2층 ,영등포구,7304,새천년,2024-08-23 17:31,U,40:00.0,룸살롱,191869.9396,446260.7004,룸살롱,0,0,,,,0,0,0,0,0,,0,0,N,69.6,,,
3180000,3180000-102-1984-02699,1984-12-24,,1,영업/정상,1,영업,,,,,02 7861896,63.98,150-715,서울특별시 영등포구 여의도동 14-11 대하빌딩 지하1층 B10~11호 ,영등포구,7238,스카이,2023-09-04 16:05,U,40:00.0,룸살롱,192931.4468,447446.4547,룸살롱,,,,,,,,,,,,,,N,63.98,,,
3180000,3180000-102-2014-00001,2014-04-29,,1,영업/정상,1,영업,,,,,,65.98,150-033,서울특별시 영등포구 영등포동3가 4-7번지 외1필지 지하1층 일부 ,영등포구,7302,갤러리,2019-03-21 11:18,U,40:00.0,룸살롱,191769.3147,446310.1547,룸살롱,,,유흥업소밀집지역,,상수도전용,,,,,,,,,Y,65.98,,,
3180000,3180000-102-2014-00002,2014-04-29,,1,영업/정상,1,영업,,,,,,65.59,150-033,서울특별시 영등포구 영등포동3가 4-7번지 ,영등포구,7302,미술관,2019-03-21 11:30,U,40:00.0,룸살롱,191769.3147,446310.1547,룸살롱,,,유흥업소밀집지역,,,,,,,,,,,Y,65.59,,,
3180000,3180000-102-2014-00003,2014-11-03,,1,영업/정상,1,영업,,,,,02  26715757,123.8,150-862,서울특별시 영등포구 양평동1가 9-28번지 지하2층 ,영등포구,7291,노바루스,2015-01-08 10:26,I,59:59.0,비어(바)살롱,190268.7535,446608.4758,비어(바)살롱,,,기타,기타,,,,,,,,,,N,123.8,,,
3180000,3180000-102-2014-00004,2014-12-12,,1,영업/정상,1,영업,,,,,29805889,54.26,150-890,서울특별시 영등포구 여의도동 44-13 지하1층 003호,영등포구,7333,더블유(w),2022-08-22 16:16,U,40:00.0,룸살롱,193861.2724,446387.3758,룸살롱,,,기타,,,,,,,,,,,N,54.26,,,
3180000,3180000-102-2005-00001,2005-01-05,,1,영업/정상,1,영업,,,,,,162.75,150-033,서울특별시 영등포구 영등포동3가 14-4번지 지하1층(전부) ,영등포구,7304,코끼리,2019-07-29 10:42,U,40:00.0,룸살롱,191904.7735,446246.7863,룸살롱,,,,,,,,,,,,,,N,162.75,,,
3180000,3180000-102-2005-00002,2005-03-30,,1,영업/정상,1,영업,,,,,,94.61,150-033,서울특별시 영등포구 영등포동3가 10-34번지 ,영등포구,7304,스코트,2020-02-14 11:46,U,40:00.0,룸살롱,191763.0348,446101.3183,룸살롱,,,,,,,,,,,,,,N,94.61,,,
3180000,3180000-102-1977-02654,1977-05-12,,1,영업/정상,1,영업,,,,,02 8431700,116.08,150-820,서울특별시 영등포구 대림동 909-18번지 지하1층 ,영등포구,7427,이브노래장,2020-01-10 15:30,U,40:00.0,룸살롱,191771.8344,443839.6131,룸살롱,,,,,,,,,,,,,,Y,116.08,,,
3180000,3180000-102-1978-02622,1978-02-08,,1,영업/정상,1,영업,,,,,02 2348761,67.45,150-895,서울특별시 영등포구 여의도동 53-0번지 우정빌딩204호 ,영등포구,7343,황금노래,2018-12-14 12:28,U,40:00.0,룸살롱,193989.2726,446346.5622,룸살롱,,,,,,,,,,,,,,N,67.45,,,
3180000,3180000-102-1978-02609,1978-06-09,,1,영업/정상,1,영업,,,,,226792311,92.68,150-800,서울특별시 영등포구 당산동1가 85-0 지하1 ,영등포구,7267,고향역,2023-01-26 11:16,U,40:00.0,룸살롱,191141.654,446522.0911,룸살롱,0,0,,,,,,,,,,,,N,92.68,,,
3180000,3180000-102-2005-00004,2005-06-07,,1,영업/정상,1,영업,,,,,,56.87,150-033,서울특별시 영등포구 영등포동3가 10-37 ,영등포구,7304,앵콜노래바,2022-03-22 17:22,U,40:00.0,룸살롱,191768.6332,446118.0138,룸살롱,0,0,유흥업소밀집지역,,상수도전용,,,,,,,,,N,56.87,,,
3180000,3180000-102-2005-00007,2005-07-22,,1,영업/정상,1,영업,,,,,,85.87,150-033,서울특별시 영등포구 영등포동3가 10-24 ,영등포구,7304,애창노래바,2025-02-18 11:06,U,40:00.0,기타,191712.0565,446096.7102,기타,,,,,,,,,,,,,,N,85.87,,,
3180000,3180000-102-2005-00010,2005-09-30,,1,영업/정상,1,영업,,,,,,78.85,150-033,서울특별시 영등포구 영등포동3가 15-7번지 ,영등포구,7304,톱스타,2020-01-15 15:27,U,40:00.0,룸살롱,191824.4664,446269.4396,룸살롱,0,0,유흥업소밀집지역,,,,,,,,,,,N,78.85,,,
3180000,3180000-102-2005-00013,2005-11-14,,1,영업/정상,1,영업,,,,,,36,150-033,서울특별시 영등포구 영등포동3가 3-13번지 지하 ,영등포구,7303,홈런,2016-09-22 9:08,I,59:59.0,룸살롱,191793.5043,446300.4748,룸살롱,0,0,유흥업소밀집지역,,,,,,,,,,,N,36,,,
3180000,3180000-102-2005-00014,2005-11-16,,1,영업/정상,1,영업,,,,,,74.91,150-033,서울특별시 영등포구 영등포동3가 23-8 ,영등포구,7304,신데렐라 노래크럽,2022-03-23 17:04,U,40:00.0,룸살롱,191900.8897,446178.4263,룸살롱,0,0,유흥업소밀집지역,,,0,0,0,0,0,,0,0,N,74.91,,,
3180000,3180000-102-2005-00015,2005-11-18,,1,영업/정상,1,영업,,,,,,61.75,150-033,서울특별시 영등포구 영등포동3가 15-5번지 ,영등포구,7304,피닉스 Ⅱ,2010-07-14 16:48,I,59:59.0,룸살롱,191845.5095,446258.9395,룸살롱,0,0,유흥업소밀집지역,,,,,,,,,,,N,61.75,,,
3180000,3180000-102-1999-12753,1999-10-04,,1,영업/정상,1,영업,,,,,226341895,63.08,150-035,서울특별시 영등포구 영등포동5가 2-0 지하1층 ,영등포구,7250,유정노래바,2024-04-09 16:40,U,40:00.0,룸살롱,191787.0177,446380.8982,룸살롱,0,0,,,,,,,,,,,,N,63.08,,,
3180000,3180000-102-2001-14126,2001-06-18,,1,영업/정상,1,영업,,,,,02  26715001,188,150-033,서울특별시 영등포구 영등포동3가 3-8 지하1층 ,영등포구,7303,에덴,2023-06-21 15:37,U,40:00.0,고고(디스코)클럽,191885.6363,446280.0742,고고(디스코)클럽,0,0,,,,0,0,0,0,0,,0,0,N,188,,,
3180000,3180000-102-2001-02629,2001-06-27,,1,영업/정상,1,영업,,,,,226781233,90.32,150-034,서울특별시 영등포구 영등포동4가 145-1 ,영등포구,7301,리본(Re-born),2024-05-24 15:17,U,40:00.0,룸살롱,191385.6929,446421.8554,룸살롱,0,0,기타,기타,상수도전용,0,0,0,0,0,,0,0,Y,90.32,,,
3180000,3180000-102-2008-00003,2008-01-10,,1,영업/정상,1,영업,,,,,,79.71,150-033,서울특별시 영등포구 영등포동3가 7-52 ,영등포구,7302,가노래,2022-06-29 14:35,U,40:00.0,룸살롱,191663.8259,446313.2761,룸살롱,0,0,,,상수도전용,0,0,0,0,0,,0,0,Y,79.71,,,
3180000,3180000-102-2008-00005,2008-03-11,,1,영업/정상,1,영업,,,,,02  26794116,169.08,150-866,서울특별시 영등포구 양평동4가 27-3 지하1층 ,영등포구,7212,보물섬,2024-06-20 16:35,U,40:00.0,룸살롱,190955.6468,448129.2174,룸살롱,,,,,,,,,,,,,,N,169.08,,,
3180000,3180000-102-2008-00007,2008-06-11,,1,영업/정상,1,영업,,,,,02  36677666,72.07,150-033,서울특별시 영등포구 영등포동3가 14-2번지 지하1층 ,영등포구,7304,황후노래타운,2019-05-03 10:46,U,40:00.0,룸살롱,191889.1369,446255.5658,룸살롱,,,,,,,,,,,,,,N,72.07,,,
3180000,3180000-102-2008-00008,2008-07-07,,1,영업/정상,1,영업,,,,,,97.08,150-033,서울특별시 영등포구 영등포동3가 23-1 2층 ,영등포구,7304,타임,2023-03-17 10:22,U,40:00.0,룸살롱,191895.3382,446230.0373,룸살롱,,2,유흥업소밀집지역,,상수도전용,,,,,,,,,N,97.08,,,
3180000,3180000-102-2001-13896,2001-01-09,,1,영업/정상,1,영업,,,,,226761210,64.44,150-033,서울특별시 영등포구 영등포동3가 13-3번지 지하1층 ,영등포구,7303,코리아,2015-06-08 13:48,I,59:59.0,룸살롱,191960.6361,446236.3438,룸살롱,0,0,아파트지역,자율,,,,,,,,,,N,64.44,,,
3180000,3180000-102-2000-13280,2000-04-18,,1,영업/정상,1,영업,,,,,226318867,94.72,150-033,서울특별시 영등포구 영등포동3가 17-4번지 ,영등포구,7302,아성,2019-01-11 9:15,U,40:00.0,룸살롱,191760.9681,446263.2762,룸살롱,,,,,,,,,,,,,,N,94.72,,,
3180000,3180000-102-2000-02730,2000-05-09,,1,영업/정상,1,영업,,,,,226768662,75.62,150-045,서울특별시 영등포구 당산동5가 33-9번지 지하1층 ,영등포구,7213,블루(Blue),2017-10-26 12:42,I,59:59.0,룸살롱,191064.3202,448060.1226,룸살롱,4,8,기타,지도,상수도전용,,,,,,,,,N,75.62,,,
3180000,3180000-102-2004-00008,2004-10-15,,1,영업/정상,1,영업,,,,,02  782 8878,76.2,150-891,서울특별시 영등포구 여의도동 45-15 서린빌딩 지하1층6호 ,영등포구,7332,에프엠,2023-05-15 16:39,U,40:00.0,룸살롱,193658.474,446413.9177,룸살롱,0,0,,,,0,0,0,0,0,,0,0,Y,76.2,,,
3180000,3180000-102-2010-00004,2010-05-27,,1,영업/정상,1,영업,,,,,220682334,535,150-033,서울특별시 영등포구 영등포동3가 7-25 델리타운 B01호,영등포구,7302,쿡호야뮤직타운,2025-02-13 13:28,U,40:00.0,기타,191636.0533,446315.0672,기타,0,0,,,,0,0,0,0,0,,0,0,N,535,,,
3180000,3180000-102-2001-14141,2001-12-22,,1,영업/정상,1,영업,,,,,26788126,91.35,150-033,서울특별시 영등포구 영등포동3가 13-13 ,영등포구,7303,열창노래광,2024-07-01 15:48,U,40:00.0,룸살롱,191923.8521,446217.53,룸살롱,0,0,,,,,,,,,,,,N,91.35,,,
3180000,3180000-102-2005-00017,2005-11-25,,1,영업/정상,1,영업,,,,,,96.35,150-033,서울특별시 영등포구 영등포동3가 15-4번지 ,영등포구,7304,피닉스 Ⅱ,2019-07-31 18:07,U,40:00.0,룸살롱,191847.8284,446267.567,룸살롱,0,0,,,,,,,,,,,,N,96.35,,,
3180000,3180000-102-2012-00006,2012-09-19,,1,영업/정상,1,영업,,,,,,88.04,150-891,서울특별시 영등포구 여의도동 45-15 (서린빌딩 지하105호) ,영등포구,7332,노래짱,2023-07-03 9:13,U,40:00.0,룸살롱,193658.474,446413.9177,룸살롱,0,0,기타,기타,상수도전용,0,0,0,0,0,,0,0,N,88.04,,,
3180000,3180000-102-2008-00010,2008-09-23,,1,영업/정상,1,영업,,,,,,96.42,150-033,서울특별시 영등포구 영등포동3가 23-8 ,영등포구,,브이아이피(VIP),2023-03-07 15:24,U,40:00.0,룸살롱,191900.8897,446178.4263,룸살롱,1,0,유흥업소밀집지역,,상수도전용,0,0,0,0,0,,0,0,N,96.42,,,
3180000,3180000-102-2008-00011,2008-09-30,,1,영업/정상,1,영업,,,,,236677880,68.94,150-033,서울특별시 영등포구 영등포동3가 14-5번지 ,영등포구,7304,투투노래바,2019-01-15 13:54,U,40:00.0,룸살롱,191894.4454,446243.9168,룸살롱,,,,,,,,,,,,,,N,68.94,,,
